Financier Country,Recipient,Recipient Region,Commitment Year,Title,Flow Class,Sector Name,Funding Agencies,Amount in USD (nominal),Source URLs,District,Development Region,Province,Location,"Distance to closest border crossing in km (India: Banbasa, India - Kanchanpur District, Nepal;
    Rupaidiha, India - Banke District, Nepal;
    Sonauli, India - Rupandehi District, Nepal;
    Raxaul, India - Birgunj, Nepal (also known as the 'Gateway of Nepal');
    Bhitthamore,India - Mahottari District, Nepal;
    Jogbani, India - Biratnagar, Nepal;
    Panitanki, India - Kakarbhitta, Nepal) (China: Gyirong, China –Rasuwa, Nepal; Zhangmu, China – Kodari, Nepal)",Ethnicity,Population (in 1000),GDP (Value Added) Rs. in million (2013),HDI (2013),Government Expenditure by district in thousands (year 2013)
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Kechana,"49,6",Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Dhangadhi,"67,4",Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Lamki,115,Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Khakraula,136,Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Chitawan,Central,Bagmati,Bhajani,123,Braham-Hill,537183,36270.9,0.551,1383942.55
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dang,Mid-Western,Lumbini,Tikapur,125,Tharu,499109,25240.2,0.485,1277719.69
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bardiya,Mid-Western,Lumbini,Sati Bajar,132,Tharu,387623,18787.4,0.466,1423514.84
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Banke,Mid-Western,Lumbini,Lamahi,136,Musalman,442485,22619.6,0.475,1170702.97
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bardiya,Mid-Western,Lumbini,Bhurigaun,"76,8",Tharu,387623,18787.4,0.466,1423514.84
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Chitawan,Central,Bagmati,Nepalgunj,"5,4",Braham-Hill,537183,36270.9,0.551,1383942.55
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bardiya,Mid-Western,Lumbini,Guleria,45,Tharu,387623,18787.4,0.466,1423514.84
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Ilam,East,Nr 1,Baghauda,156,Rai,269760,14852.2,0.562,983111.49
India,Nepal,Asia,2008,Development of road infrastructure in Terai region,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1203528,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kapilbastu,West,Lumbini,Muraha,"67,6",Musalman,508498,23002.8,0.432,1193584.51
India,Nepal,Asia,2008,Implementation of five crossborder Rail-links,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,252741,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Jitpur,"88,4",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2008,Implementation of five crossborder Rail-links,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,252741,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kapilbastu,West,Lumbini,Taulihawā,"48,5",Musalman,508498,23002.8,0.432,1193584.51
India,Nepal,Asia,2008,Implementation of five crossborder Rail-links,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,252741,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Bardibas,"55,6",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2008,Implementation of five crossborder Rail-links,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,252741,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Jhapa,East,Nr 1,Jayanagar,120,Braham-Hill,743957,40370.2,0.518,1607563.34
India,Nepal,Asia,2008,Implementation of five crossborder Rail-links,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,252741,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Bijalpura,"37,8",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2008,Implementation of five crossborder Rail-links,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,252741,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Banke,Mid-Western,Lumbini,Kakarbhitta,"1,3",Musalman,442485,22619.6,0.475,1170702.97
India,Nepal,Asia,2008,Implementation of five crossborder Rail-links,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,252741,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Rupandehi,West,Lumbini,Biratnagar,"6,3",Braham-Hill,800430,40138.8,0.498,1581064.43
India,Nepal,Asia,2010,Manmohan Adhikari Polytechnic,ODA,POST-SECONDARY EDUCATION,Indian Ministry of External Affairs,118715,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Nepalgunj,"5,4",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2014,"Emergency and Trauma Centre, Kathmandu",ODA,"HEALTH, GENERAL",Indian Ministry of External Affairs,1151902,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kathmandu,Central,Bagmati,Siddharthanagar,"3,7",Braham-Hill,1632640,196723.1,0.632,3983659.85
India,Nepal,Asia,2014,Establishment of Nepal-Bharat Maitri Polytechnic at Hetauda,ODA,POST-SECONDARY EDUCATION,Indian Ministry of External Affairs,920866,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Makwanpur,Central,Bagmati,Manmohan Memorial Polytechnic,"19,2",Tamang,382268,24156.7,0.497,1186831.96
India,Nepal,Asia,2014,Strengthening of India-Nepal Power Transmission Interconnection.,ODA,ENERGY GENERATION AND SUPPLY,Indian Ministry of External Affairs,195397,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bara,Central,Madhesh,National Trauma Centre,139,Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2014,Strengthening of India-Nepal Power Transmission Interconnection.,ODA,ENERGY GENERATION AND SUPPLY,Indian Ministry of External Affairs,195397,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Saptari,East,Sagarmatha,Hetauda,"59,8",Yadav,576027,20822.9,0.437,1176585.68
India,Nepal,Asia,2014,Strengthening of India-Nepal Power Transmission Interconnection.,ODA,ENERGY GENERATION AND SUPPLY,Indian Ministry of External Affairs,195397,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Saptari,East,Sagarmatha,Parwanipur,"85,7",Yadav,576027,20822.9,0.437,1176585.68
India,Nepal,Asia,2014,"Construction of Nepal-Bharat Maitri Dhamashala, Tilanga, Kathmandu",ODA,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,Indian Ministry of External Affairs,768481,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kathmandu,Central,Bagmati,Kusaha,115,Braham-Hill,1632640,196723.1,0.632,3983659.85
India,Nepal,Asia,2014,Upgradation of 26 Km Road from Dakshinkali to Kulekhani Dam,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,153205,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Makwanpur,Central,Narayani,Kataiya,"92,3",Tamang,382268,24156.7,0.497,1186831.96
India,Nepal,Asia,2014,Upgradation of 26 Km Road from Dakshinkali to Kulekhani Dam,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,153205,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kathmandu,Central,Bagmati,Nepal-Bharat Maitri Dhamashala,140,Braham-Hill,1632640,196723.1,0.632,3983659.85
India,Nepal,Asia,2009,Science Learning Centre,ODA,"EDUCATION, LEVEL UNSPECIFIED",Indian Ministry of External Affairs,512922,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kathmandu,Central,Bagmati,Kulekhani Dam,"95,9",Braham-Hill,1632640,196723.1,0.632,3983659.85
India,Nepal,Asia,2010,Polytechnic at Hethauda ,ODA,POST-SECONDARY EDUCATION,Indian Ministry of External Affairs,237430,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Makwanpur,Central,Bagmati,Dakṣiṇkāli̇̄,121,Tamang,382268,24156.7,0.497,1186831.96
India,Nepal,Asia,2009,Polytechnic at Hetauda,ODA,POST-SECONDARY EDUCATION,Indian Ministry of External Affairs,898184,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Makwanpur,Central,Bagmati,Nepal Academy of Science and Technology,140,Tamang,382268,24156.7,0.497,1186831.96
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dhanusa,Central,Madhesh,Hetauda,"59,8",Yadav,679445,28727.1,0.431,1563106.91
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bhaktapur,Central,Bagmati,Hetauda,"59,8",Newar,284829,17142.0,0.573,885141.79
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Parsa,Central,Madhesh,Yadukoha,"38,6",Musalman,533174,30004.6,0.464,1296319.53
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Madhesh,Jatahi,"28,2",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Sarlahi,Central,Madhesh,Birgunj,9,Yadav,682883,25341.1,0.402,1383283.57
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dhanusa,Central,Madhesh,Bhittamod,10,Yadav,679445,28727.1,0.431,1563106.91
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Madhesh,Madhubani,"66,9",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Nawalparasi,West,Gandaki,Janakpur Dham,"21,3",Braham-Hill,587898,30140.2,0.493,1257953.64
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bara,Central,Madhesh,Jaleshwor,"3,8",Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Sarlahi,Central,Madhesh,Nawalpur,240,Yadav,682883,25341.1,0.402,1383283.57
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bara,Central,Madhesh,Manmat,"17,1",Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Siraha,East,Sagarmatha,Malangwa,"45,3",Yadav,568333,17784.3,0.408,1278517.43
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bara,Central,Madhesh,Kalaiyā,"17,1",Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Nayā̃roḍ,"75,8",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Sarlahi,Central,Madhesh,Tamagadhi,"44,1",Yadav,682883,25341.1,0.402,1383283.57
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dang,Mid-Western,Lumbini,Maithan,"60,8",Tharu,499109,25240.2,0.485,1277719.69
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Mahinathpur Nikas,"67,4",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Chitawan,Central,Bagmati,Harri,"11,3",Braham-Hill,537183,36270.9,0.551,1383942.55
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bara,Central,Madhesh,Samsi,"25,8",Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Sarlahi,Central,Janakpur,Bhikhnā Thorī,"67,4",Yadav,682883,25341.1,0.402,1383283.57
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Siraha,East,Sagarmatha,Simraungadha,"23,4",Yadav,568333,17784.3,0.408,1278517.43
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Barahathawa,"70,8",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Siraha,East,Madhesh,Kalyanpur,106,Yadav,568333,17784.3,0.408,1278517.43
India,Nepal,Asia,2013,Terai Road Project,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,490829,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Rangeli,"31,8",Braham-Hill,880229,49026.1,0.513,1713304.47
